100 4950
76 89 4
76 90 8
76 91 9
76 92 8
76 93 8
76 94 6
76 95 9
76 96 6
76 97 5
76 98 5
76 99 2
77 1 1
77 78 1
77 79 8
77 80 5
77 81 2
77 82 7
77 83 4
77 84 7
77 85 9
77 86 6
77 87 5
77 88 6
77 89 4
77 90 10
77 91 7
77 92 2
77 93 9
77 94 1
77 95 4
77 96 10
77 97 1
77 98 9
77 99 9
78 1 5
78 79 2
78 80 6
78 81 9
78 82 4
78 83 2
78 84 6
78 85 8
78 86 5
78 87 8
78 88 1
78 89 2
78 90 8
78 91 8
78 92 8
78 93 6
78 94 3
78 95 7
78 96 6
78 97 4
78 98 6
78 99 6
79 1 2
79 80 6
79 81 10
79 82 9
79 83 6
79 84 9
79 85 1
79 86 9
79 87 3
79 88 2
79 89 5
79 90 5
79 91 10
79 92 2
79 93 2
79 94 3
79 95 3
79 96 7
79 97 9
79 98 8
79 99 10
80 1 4
80 81 9
80 82 6
80 83 4
80 84 4
80 85 3
80 86 4
80 87 5
80 88 3
80 89 1
80 90 4
80 91 10
80 92 5
80 93 10
80 94 4
80 95 5
80 96 7
80 97 10
80 98 6
80 99 2
81 1 10
81 82 7
81 83 5
81 84 3
81 85 6
81 86 5
81 87 3
81 88 6
81 89 4
81 90 3
81 91 2
81 92 6
81 93 10
81 94 4
81 95 6
81 96 4
81 97 5
81 98 10
81 99 2
82 1 1
82 83 5
82 84 10
82 85 1
82 86 2
82 87 6
82 88 6
82 89 3
82 90 10
82 91 8
82 92 10
82 93 1
82 94 5
82 95 5
82 96 5
82 97 2
82 98 9
82 99 4
83 1 9
83 84 8
83 85 10
83 86 8
83 87 8
83 88 9
83 89 1
83 90 10
83 91 10
83 92 2
83 93 3
83 94 6
83 95 4
83 96 6
83 97 4
83 98 10
83 99 1
84 1 8
84 85 5
84 86 10
84 87 4
84 88 1
84 89 9
84 90 9
84 91 9
84 92 8
84 93 3
84 94 1
84 95 2
84 96 9
84 97 9
84 98 7
84 99 3
85 1 3
85 86 9
85 87 9
85 88 3
85 89 9
85 90 3
85 91 9
85 92 9
85 93 7
85 94 6
85 95 8
85 96 8
85 97 6
85 98 10
85 99 9
86 1 9
86 87 5
86 88 4
86 89 2
86 90 2
86 91 10
86 92 2
86 93 2
86 94 8
86 95 9
86 96 5
86 97 10
86 98 9
86 99 10
87 1 1
87 88 1
87 89 1
87 90 5
87 91 7
87 92 2
87 93 7
87 94 8
87 95 6
87 96 3
87 97 10
87 98 8
87 99 10
88 1 8
88 89 10
88 90 6
88 91 9
88 92 7
88 93 4
88 94 1
88 95 3
88 96 6
88 97 10
88 98 8
88 99 9
89 1 4
89 90 1
89 91 6
89 92 3
89 93 10
89 94 2
89 95 4
89 96 1
89 97 4
89 98 10
89 99 9
90 1 8
90 91 3
90 92 1
90 93 1
90 94 8
90 95 5
90 96 4
90 97 4
90 98 4
90 99 8
91 1 6
91 92 3
91 93 4
91 94 9
91 95 9
91 96 2
91 97 3
91 98 9
91 99 4
92 1 9
92 93 2
92 94 5
92 95 9
92 96 3
92 97 3
92 98 9
92 99 2
93 1 7
93 94 2
93 95 3
93 96 10
93 97 10
93 98 2
93 99 9
94 1 8
94 95 2
94 96 5
94 97 7
94 98 8
94 99 6
95 1 8
95 96 5
95 97 4
95 98 2
95 99 6
96 1 6
96 97 1
96 98 5
96 99 1
97 1 6
97 98 4
97 99 4
98 1 3
98 99 9
99 1 7
